,image,angle
44818,44819.jpg,15.83
27314,27315.jpg,18.76
17708,17709.jpg,1.61
33335,33336.jpg,18.66
35695,35696.jpg,-43.46
37232,37233.jpg,-48.1
5045,5046.jpg,14.72
45040,45041.jpg,9.08
18933,18934.jpg,-0.71
44932,44933.jpg,13.41
29397,29398.jpg,-13.51
3781,3782.jpg,2.92
19039,19040.jpg,-8.47
37435,37436.jpg,3.13
10676,10677.jpg,-93.98
37815,37816.jpg,-7.66
31999,32000.jpg,20.37
25844,25845.jpg,-72.81
5959,5960.jpg,-17.04
18679,18680.jpg,9.38
14000,14001.jpg,-21.78
43919,43920.jpg,-18.55
1099,1100.jpg,20.67
43848,43849.jpg,-15.43
9631,9632.jpg,-12.5
34738,34739.jpg,-0.5
32094,32095.jpg,25.71
37664,37665.jpg,0.81
42134,42135.jpg,9.48
11227,11228.jpg,-1.71
4635,4636.jpg,5.45
8646,8647.jpg,-9.78
10727,10728.jpg,8.07
24401,24402.jpg,25.51
19276,19277.jpg,0.0
9537,9538.jpg,0.0
12745,12746.jpg,1.31
12849,12850.jpg,7.87
40426,40427.jpg,13.51
28725,28726.jpg,0.81
8580,8581.jpg,-9.98
30737,30738.jpg,20.27
4972,4973.jpg,16.34
2280,2281.jpg,-0.91
30974,30975.jpg,-69.18
6002,6003.jpg,-15.03
12534,12535.jpg,-2.22
22407,22408.jpg,-3.43
30785,30786.jpg,12.2
7087,7088.jpg,-2.22
19699,19700.jpg,0.0
9444,9445.jpg,-1.31
13063,13064.jpg,6.15
38729,38730.jpg,8.27
35457,35458.jpg,30.25
1565,1566.jpg,2.12
27889,27890.jpg,-15.93
13961,13962.jpg,-17.45
12465,12466.jpg,29.34
45397,45398.jpg,2.22
11526,11527.jpg,2.02
40775,40776.jpg,0.4
13019,13020.jpg,8.57
44329,44330.jpg,9.78
40133,40134.jpg,-0.61
24307,24308.jpg,17.45
21775,21776.jpg,5.45
40517,40518.jpg,0.71
39982,39983.jpg,-1.31
43166,43167.jpg,0.71
33876,33877.jpg,6.86
24864,24865.jpg,-1.71
8122,8123.jpg,-1.51
44285,44286.jpg,9.78
34751,34752.jpg,0.0
22343,22344.jpg,-7.36
32157,32158.jpg,15.33
37688,37689.jpg,-2.62
17624,17625.jpg,1.31
6591,6592.jpg,1.82
39068,39069.jpg,-128.7
25905,25906.jpg,-9.48
12956,12957.jpg,10.18
29512,29513.jpg,-13.41
20892,20893.jpg,10.69
40745,40746.jpg,-0.1
35366,35367.jpg,6.15
15693,15694.jpg,-15.13
42357,42358.jpg,-8.47
32599,32600.jpg,-38.32
36223,36224.jpg,-7.56
44446,44447.jpg,9.78
37350,37351.jpg,24.81
14400,14401.jpg,-40.24
11763,11764.jpg,-16.03
1832,1833.jpg,0.0
6602,6603.jpg,1.71
9305,9306.jpg,21.58
42306,42307.jpg,-93.58
27460,27461.jpg,28.94
10038,10039.jpg,4.13
13190,13191.jpg,0.2
29876,29877.jpg,5.55
13350,13351.jpg,6.45
29001,29002.jpg,-1.11
20580,20581.jpg,0.0
33285,33286.jpg,-3.03
17395,17396.jpg,2.62
24647,24648.jpg,-1.61
45184,45185.jpg,12.4
14061,14062.jpg,-4.84
34707,34708.jpg,-18.15
4110,4111.jpg,11.39
5271,5272.jpg,-25.61
37079,37080.jpg,-58.29
42606,42607.jpg,15.83
31205,31206.jpg,0.1
31411,31412.jpg,-0.4
31878,31879.jpg,0.5
22058,22059.jpg,0.91
23143,23144.jpg,10.18
18605,18606.jpg,9.38
23033,23034.jpg,0.81
7862,7863.jpg,13.21
31275,31276.jpg,-12.91
39108,39109.jpg,-159.6
30003,30004.jpg,-25.11
12235,12236.jpg,28.74
3322,3323.jpg,2.42
21023,21024.jpg,26.42
43392,43393.jpg,9.88
8955,8956.jpg,2.62
9240,9241.jpg,22.39
12954,12955.jpg,10.18
19707,19708.jpg,-2.22
40556,40557.jpg,-0.91
17382,17383.jpg,1.71
24019,24020.jpg,0.2
33849,33850.jpg,2.42
34039,34040.jpg,15.43
29457,29458.jpg,-14.92
15629,15630.jpg,-16.34
8317,8318.jpg,3.93
3664,3665.jpg,2.42
9450,9451.jpg,-1.21
15796,15797.jpg,-16.74
27054,27055.jpg,40.74
29233,29234.jpg,-2.42
2101,2102.jpg,0.0
24992,24993.jpg,-25.51
11707,11708.jpg,-16.74
11180,11181.jpg,1.61
16910,16911.jpg,2.62
26566,26567.jpg,-64.64
28482,28483.jpg,-19.66
2719,2720.jpg,-8.07
35856,35857.jpg,-41.95
26756,26757.jpg,-9.88
4207,4208.jpg,-0.4
29097,29098.jpg,-1.82
24080,24081.jpg,0.1
37082,37083.jpg,-60.3
33412,33413.jpg,57.68
7022,7023.jpg,-7.06
12032,12033.jpg,0.81
19601,19602.jpg,15.93
42122,42123.jpg,19.97
36285,36286.jpg,-8.67
23057,23058.jpg,0.61
4736,4737.jpg,1.51
44054,44055.jpg,16.34
13180,13181.jpg,0.4
14810,14811.jpg,2.12
27773,27774.jpg,-31.46
23098,23099.jpg,0.0
9704,9705.jpg,-11.9
33534,33535.jpg,20.67
378,379.jpg,-0.5
43165,43166.jpg,0.61
22706,22707.jpg,-6.25
26585,26586.jpg,-80.57
13724,13725.jpg,28.54
21141,21142.jpg,-2.32
6062,6063.jpg,-14.82
18091,18092.jpg,7.46
34860,34861.jpg,7.36
31548,31549.jpg,50.82
5175,5176.jpg,1.31
43803,43804.jpg,-16.64
34983,34984.jpg,56.37
39076,39077.jpg,-142.1
17996,17997.jpg,5.14
40755,40756.jpg,-0.3
5857,5858.jpg,-17.55
32862,32863.jpg,1.82
3736,3737.jpg,2.82
11294,11295.jpg,1.61
12394,12395.jpg,29.75
17196,17197.jpg,0.2
2146,2147.jpg,0.0
20603,20604.jpg,1.41
4993,4994.jpg,18.55
2254,2255.jpg,-2.12
12697,12698.jpg,-0.1
40965,40966.jpg,1.71
44607,44608.jpg,9.78
33936,33937.jpg,9.18
18420,18421.jpg,3.13
5510,5511.jpg,-3.33
18231,18232.jpg,6.35
6780,6781.jpg,1.41
17763,17764.jpg,4.03
35249,35250.jpg,-20.67
21145,21146.jpg,-2.52
5559,5560.jpg,0.91
22573,22574.jpg,-3.93
35282,35283.jpg,-21.18
39227,39228.jpg,6.86
9576,9577.jpg,-6.96
34342,34343.jpg,2.52
15732,15733.jpg,-16.44
15133,15134.jpg,19.76
31195,31196.jpg,2.92
39330,39331.jpg,3.73
44338,44339.jpg,9.78
25481,25482.jpg,1.61
4364,4365.jpg,4.74
17299,17300.jpg,3.23
13087,13088.jpg,8.47
28788,28789.jpg,-8.67
44301,44302.jpg,9.78
34624,34625.jpg,-60.71
42728,42729.jpg,13.71
34438,34439.jpg,100.34
42675,42676.jpg,16.64
3426,3427.jpg,2.62
25740,25741.jpg,-68.87
1303,1304.jpg,176.97
41307,41308.jpg,1.01
41821,41822.jpg,1.51
33170,33171.jpg,-46.99
36582,36583.jpg,24.71
29800,29801.jpg,-0.81
34788,34789.jpg,1.01
12887,12888.jpg,7.46
10099,10100.jpg,0.0
23718,23719.jpg,-12.71
18117,18118.jpg,13.92
42846,42847.jpg,1.61
21157,21158.jpg,-3.03
38378,38379.jpg,18.55
36716,36717.jpg,12.91
13386,13387.jpg,8.17
2667,2668.jpg,-10.18
21412,21413.jpg,15.73
32240,32241.jpg,0.0
15237,15238.jpg,2.52
5780,5781.jpg,-11.39
25569,25570.jpg,7.76
43884,43885.jpg,-21.18
13602,13603.jpg,27.23
15293,15294.jpg,-2.22
8573,8574.jpg,-12.1
26902,26903.jpg,-10.89
774,775.jpg,-23.09
13059,13060.jpg,5.24
16325,16326.jpg,-1.31
27600,27601.jpg,31.46
17693,17694.jpg,1.82
19241,19242.jpg,14.42
30199,30200.jpg,-6.05
22884,22885.jpg,6.35
40468,40469.jpg,13.82
43815,43816.jpg,-20.47
221,222.jpg,0.0
38953,38954.jpg,8.37
39157,39158.jpg,-35.19
5972,5973.jpg,-15.83
1826,1827.jpg,0.0
27336,27337.jpg,22.29
8763,8764.jpg,1.71
22008,22009.jpg,-0.71
23647,23648.jpg,-10.79
5480,5481.jpg,0.0
21833,21834.jpg,10.89
17764,17765.jpg,4.13
17911,17912.jpg,3.13
26031,26032.jpg,3.33
8748,8749.jpg,-1.82
16726,16727.jpg,-3.53
15954,15955.jpg,-10.18
38295,38296.jpg,72.71
30655,30656.jpg,16.34
16956,16957.jpg,0.71
20552,20553.jpg,-1.41
39745,39746.jpg,1.41
2130,2131.jpg,0.1
21452,21453.jpg,11.19
30872,30873.jpg,-2.12
34802,34803.jpg,-1.61
26787,26788.jpg,-4.84
16007,16008.jpg,-10.69
4269,4270.jpg,-1.61
25548,25549.jpg,15.03
14,15.jpg,0.0
39637,39638.jpg,0.4
27793,27794.jpg,-34.59
4188,4189.jpg,7.66
4241,4242.jpg,-5.45
10155,10156.jpg,0.0
5361,5362.jpg,-19.26
20059,20060.jpg,-20.47
39733,39734.jpg,3.53
44852,44853.jpg,10.08
5009,5010.jpg,21.48
38123,38124.jpg,0.1
23771,23772.jpg,5.45
21523,21524.jpg,8.57
17371,17372.jpg,1.92
3715,3716.jpg,2.22
17282,17283.jpg,3.33
24315,24316.jpg,16.74
19826,19827.jpg,0.0
16522,16523.jpg,-10.79
37221,37222.jpg,-56.47
24833,24834.jpg,0.0
18430,18431.jpg,2.52
14267,14268.jpg,-16.64
24622,24623.jpg,2.72
32191,32192.jpg,32.27
31971,31972.jpg,6.66
1056,1057.jpg,7.26
35877,35878.jpg,-39.83
6888,6889.jpg,42.15
27631,27632.jpg,5.45
7118,7119.jpg,-2.22
20657,20658.jpg,1.01
12209,12210.jpg,29.65
33549,33550.jpg,2.02
37134,37135.jpg,-63.73
17450,17451.jpg,1.71
23509,23510.jpg,-9.88
18838,18839.jpg,5.04
24893,24894.jpg,-13.71
12314,12315.jpg,30.45
32864,32865.jpg,1.82
5568,5569.jpg,2.02
22140,22141.jpg,-2.72
32696,32697.jpg,2.42
45010,45011.jpg,13.71
26040,26041.jpg,3.63
12655,12656.jpg,1.82
3045,3046.jpg,4.44
12569,12570.jpg,2.62
38201,38202.jpg,28.74
43683,43684.jpg,26.22
22907,22908.jpg,0.2
30486,30487.jpg,46.18
5285,5286.jpg,-24.0
40833,40834.jpg,1.01
16383,16384.jpg,3.13
9795,9796.jpg,-2.32
42221,42222.jpg,-109.9
25141,25142.jpg,-6.45
32542,32543.jpg,-27.43
36504,36505.jpg,51.23
3515,3516.jpg,0.5
19450,19451.jpg,1.01
40213,40214.jpg,-5.85
30085,30086.jpg,-45.78
24545,24546.jpg,-5.65
22949,22950.jpg,-5.75
17226,17227.jpg,-1.01
5712,5713.jpg,-15.73
24853,24854.jpg,0.5
2078,2079.jpg,0.0
420,421.jpg,-0.61
39153,39154.jpg,-41.85
9014,9015.jpg,17.85
16920,16921.jpg,2.92
7614,7615.jpg,-2.02
33046,33047.jpg,12.61
18618,18619.jpg,9.18
31209,31210.jpg,0.4
12692,12693.jpg,-0.1
15302,15303.jpg,-2.22
20316,20317.jpg,-4.44
41814,41815.jpg,-0.1
29535,29536.jpg,-18.96
18267,18268.jpg,5.65
23261,23262.jpg,9.38
9794,9795.jpg,-2.12
2916,2917.jpg,4.54
12175,12176.jpg,28.94
14002,14003.jpg,-22.39
29572,29573.jpg,-10.49
25069,25070.jpg,-8.47
38362,38363.jpg,8.97
40678,40679.jpg,4.13
25708,25709.jpg,-75.83
30270,30271.jpg,6.45
18669,18670.jpg,8.67
41333,41334.jpg,-1.51
26920,26921.jpg,-10.29
22903,22904.jpg,0.2
25317,25318.jpg,-10.29
21204,21205.jpg,-12.91
10831,10832.jpg,1.21
24905,24906.jpg,-18.55
37427,37428.jpg,5.14
1145,1146.jpg,4.84
13884,13885.jpg,-17.55
41986,41987.jpg,-0.81
25966,25967.jpg,-22.79
30535,30536.jpg,49.41
27377,27378.jpg,2.62
34599,34600.jpg,-68.07
36537,36538.jpg,41.14
5677,5678.jpg,-14.92
8460,8461.jpg,0.3
956,957.jpg,219.93
15917,15918.jpg,-8.97
15724,15725.jpg,-16.54
808,809.jpg,-2.42
27776,27777.jpg,-30.35
11818,11819.jpg,-15.13
20636,20637.jpg,3.53
34484,34485.jpg,73.82
42258,42259.jpg,-136.9
15733,15734.jpg,-16.44
29253,29254.jpg,-4.24
27812,27813.jpg,-28.74
25893,25894.jpg,-11.19
13228,13229.jpg,0.4
26625,26626.jpg,-79.76
26993,26994.jpg,-1.01
42403,42404.jpg,-2.32
24134,24135.jpg,-9.48
27778,27779.jpg,-30.66
4227,4228.jpg,-5.34
16156,16157.jpg,13.41
34918,34919.jpg,15.53
26427,26428.jpg,14.32
23489,23490.jpg,-3.23
36981,36982.jpg,-20.57
18845,18846.jpg,3.53
4589,4590.jpg,16.64
40234,40235.jpg,0.71
8772,8773.jpg,2.02
38397,38398.jpg,21.98
27430,27431.jpg,11.5
8271,8272.jpg,5.14
20997,20998.jpg,16.64
2837,2838.jpg,-0.71
11721,11722.jpg,-15.13
17479,17480.jpg,-0.1
16288,16289.jpg,10.59
32860,32861.jpg,1.82
37045,37046.jpg,-27.43
45026,45027.jpg,9.68
33577,33578.jpg,2.22
36122,36123.jpg,-6.86
7071,7072.jpg,-3.13
41595,41596.jpg,-1.31
40244,40245.jpg,3.73
1682,1683.jpg,2.32
21268,21269.jpg,-2.42
8210,8211.jpg,0.0
39606,39607.jpg,6.25
581,582.jpg,0.0
43098,43099.jpg,8.37
41747,41748.jpg,-0.2
41608,41609.jpg,-0.1
15027,15028.jpg,17.04
4480,4481.jpg,181.51
15479,15480.jpg,-19.76
19316,19317.jpg,11.6
7430,7431.jpg,-2.72
32256,32257.jpg,41.75
1134,1135.jpg,8.27
14632,14633.jpg,-57.98
12065,12066.jpg,2.92
35956,35957.jpg,-1.21
15030,15031.jpg,16.74
43920,43921.jpg,-18.76
16161,16162.jpg,12.3
36793,36794.jpg,12.81
45138,45139.jpg,4.24
42315,42316.jpg,-50.62
1324,1325.jpg,50.42
34543,34544.jpg,-19.76
44009,44010.jpg,6.05
35981,35982.jpg,-2.42
7027,7028.jpg,-6.66
25535,25536.jpg,13.11
13548,13549.jpg,30.05
29639,29640.jpg,34.08
4240,4241.jpg,-5.55
22353,22354.jpg,-7.36
3099,3100.jpg,4.34
24909,24910.jpg,-19.56
14398,14399.jpg,-47.9
28567,28568.jpg,-19.36
38646,38647.jpg,8.27
39995,39996.jpg,2.52
11039,11040.jpg,2.52
4296,4297.jpg,-1.01
23011,23012.jpg,1.21
4652,4653.jpg,5.55
15920,15921.jpg,-9.38
17564,17565.jpg,1.01
40846,40847.jpg,2.72
40425,40426.jpg,13.51
39225,39226.jpg,6.45
38385,38386.jpg,21.18
25253,25254.jpg,-1.21
40193,40194.jpg,0.2
37466,37467.jpg,0.0
25097,25098.jpg,-6.66
8834,8835.jpg,0.61
14560,14561.jpg,-7.36
27885,27886.jpg,-15.03
3460,3461.jpg,-0.4
31164,31165.jpg,-0.61
2076,2077.jpg,0.0
44539,44540.jpg,9.78
41988,41989.jpg,-0.91
32844,32845.jpg,-2.52
32408,32409.jpg,2.42
24850,24851.jpg,0.61
16076,16077.jpg,1.21
18087,18088.jpg,7.46
14329,14330.jpg,-16.64
246,247.jpg,8.07
36035,36036.jpg,-4.54
38831,38832.jpg,8.27
39915,39916.jpg,-1.61
30445,30446.jpg,53.14
10114,10115.jpg,0.0
45393,45394.jpg,1.21
29648,29649.jpg,32.37
11087,11088.jpg,1.31
23467,23468.jpg,1.01
17286,17287.jpg,3.53
1776,1777.jpg,0.0
4323,4324.jpg,4.84
28284,28285.jpg,37.92
33725,33726.jpg,-35.8
44583,44584.jpg,9.78
35098,35099.jpg,78.05
7285,7286.jpg,-4.94
34365,34366.jpg,21.68
35970,35971.jpg,-1.41
4196,4197.jpg,4.34
817,818.jpg,-2.92
13193,13194.jpg,0.0
7943,7944.jpg,-0.3
17375,17376.jpg,1.92
23622,23623.jpg,-11.29
17858,17859.jpg,7.56
43674,43675.jpg,26.02
29123,29124.jpg,-2.12
12366,12367.jpg,26.12
41922,41923.jpg,0.2
42554,42555.jpg,1.11
40690,40691.jpg,4.44
38245,38246.jpg,-8.37
25367,25368.jpg,-16.64
20527,20528.jpg,-7.06
3936,3937.jpg,4.64
35433,35434.jpg,13.41
36967,36968.jpg,-16.24
39247,39248.jpg,7.26
26836,26837.jpg,-6.86
24704,24705.jpg,-6.05
5660,5661.jpg,-13.11
37939,37940.jpg,-15.83
34950,34951.jpg,34.49
1075,1076.jpg,7.36
122,123.jpg,17.45
28280,28281.jpg,37.31
21880,21881.jpg,2.22
8230,8231.jpg,-3.73
44545,44546.jpg,9.78
38959,38960.jpg,9.88
33144,33145.jpg,-23.6
13962,13963.jpg,-17.45
23146,23147.jpg,12.71
21698,21699.jpg,11.6
26402,26403.jpg,11.19
44144,44145.jpg,9.98
25389,25390.jpg,-11.6
14582,14583.jpg,-0.1
41601,41602.jpg,-0.91
17894,17895.jpg,7.36
30892,30893.jpg,0.0
38671,38672.jpg,8.27
37000,37001.jpg,-20.37
10074,10075.jpg,-0.3
30000,30001.jpg,-25.72
24068,24069.jpg,-0.61
38319,38320.jpg,32.87
30013,30014.jpg,-25.51
3516,3517.jpg,0.5
21825,21826.jpg,4.44
34288,34289.jpg,-34.08
36308,36309.jpg,-12.5
29524,29525.jpg,-16.44
44712,44713.jpg,9.78
15660,15661.jpg,-9.88
9498,9499.jpg,-16.84
30309,30310.jpg,0.3
8864,8865.jpg,0.61
33420,33421.jpg,52.64
44016,44017.jpg,5.14
2119,2120.jpg,0.1
22855,22856.jpg,0.1
24954,24955.jpg,-23.6
28163,28164.jpg,41.04
42755,42756.jpg,17.24
38600,38601.jpg,8.27
24130,24131.jpg,-8.77
28130,28131.jpg,32.67
21481,21482.jpg,6.15
13274,13275.jpg,2.02
25191,25192.jpg,1.31
35077,35078.jpg,65.34
10814,10815.jpg,2.02
17810,17811.jpg,0.0
1345,1346.jpg,20.77
44877,44878.jpg,9.38
40346,40347.jpg,14.62
12036,12037.jpg,0.2
1887,1888.jpg,0.0
25719,25720.jpg,-70.29
1286,1287.jpg,224.47
24374,24375.jpg,5.24
11875,11876.jpg,-17.04
23039,23040.jpg,0.71
39851,39852.jpg,-0.1
21202,21203.jpg,-11.19
22615,22616.jpg,-6.86
23495,23496.jpg,-6.25
25429,25430.jpg,-7.97
30054,30055.jpg,-34.18
13888,13889.jpg,-18.55
39561,39562.jpg,0.0
33110,33111.jpg,-0.2
15339,15340.jpg,1.71
25819,25820.jpg,-71.19
22584,22585.jpg,-5.04
35514,35515.jpg,36.61
32217,32218.jpg,45.18
23585,23586.jpg,-13.31
35629,35630.jpg,-17.45
28181,28182.jpg,42.96
3775,3776.jpg,2.82
16941,16942.jpg,2.12
11917,11918.jpg,-15.73
6224,6225.jpg,3.23
11424,11425.jpg,1.11
35200,35201.jpg,-10.79
9846,9847.jpg,-26.62
14073,14074.jpg,-1.11
36052,36053.jpg,-5.55
23737,23738.jpg,-14.32
39299,39300.jpg,3.63
41330,41331.jpg,-1.21
37012,37013.jpg,-21.48
29622,29623.jpg,26.52
26983,26984.jpg,1.61
11579,11580.jpg,0.91
43249,43250.jpg,-15.63
43676,43677.jpg,26.02
32607,32608.jpg,-36.4
39430,39431.jpg,4.13
10751,10752.jpg,3.33
14060,14061.jpg,-4.84
23818,23819.jpg,-0.71
2013,2014.jpg,0.3
41513,41514.jpg,-0.91
29658,29659.jpg,35.7
23015,23016.jpg,1.01
6515,6516.jpg,-1.31
21184,21185.jpg,-5.65
41678,41679.jpg,0.0
29971,29972.jpg,-23.19
42814,42815.jpg,13.01
39488,39489.jpg,6.45
14244,14245.jpg,-13.82
19745,19746.jpg,2.92
4017,4018.jpg,15.13
27478,27479.jpg,29.65
16290,16291.jpg,11.09
39783,39784.jpg,-3.33
22386,22387.jpg,-6.96
2871,2872.jpg,-3.23
39078,39079.jpg,-144.1
23689,23690.jpg,-10.08
44168,44169.jpg,9.98
30911,30912.jpg,-1.51
1194,1195.jpg,-9.48
37853,37854.jpg,-9.28
3336,3337.jpg,2.42
44912,44913.jpg,10.18
33607,33608.jpg,-37.51
34876,34877.jpg,4.34
44659,44660.jpg,9.78
38137,38138.jpg,4.94
43537,43538.jpg,6.86
3080,3081.jpg,4.44
1834,1835.jpg,0.1
26085,26086.jpg,51.93
12562,12563.jpg,2.12
23313,23314.jpg,14.72
21169,21170.jpg,-3.73
41104,41105.jpg,2.12
40285,40286.jpg,10.59
13168,13169.jpg,0.4
32530,32531.jpg,-27.13
44650,44651.jpg,9.78
48,49.jpg,-1.21
3911,3912.jpg,6.86
6994,6995.jpg,18.35
10419,10420.jpg,0.0
32223,32224.jpg,46.69
11019,11020.jpg,0.91
4987,4988.jpg,18.55
10137,10138.jpg,0.0
37251,37252.jpg,-28.74
29959,29960.jpg,0.0
2773,2774.jpg,-3.03
21537,21538.jpg,7.76
15329,15330.jpg,-0.3
28014,28015.jpg,25.71
37450,37451.jpg,2.32
15849,15850.jpg,-11.19
19730,19731.jpg,4.13
18385,18386.jpg,0.0
36042,36043.jpg,-5.65
37644,37645.jpg,0.71
31087,31088.jpg,-69.68
42638,42639.jpg,17.14
17584,17585.jpg,1.82
12138,12139.jpg,15.83
23159,23160.jpg,18.05
27400,27401.jpg,3.43
37239,37240.jpg,-40.24
33733,33734.jpg,-25.92
25177,25178.jpg,0.81
32026,32027.jpg,19.26
35294,35295.jpg,-11.7
17735,17736.jpg,0.91
28074,28075.jpg,32.57
17784,17785.jpg,1.51
23435,23436.jpg,0.0
43828,43829.jpg,-20.47
25074,25075.jpg,-7.36
44423,44424.jpg,9.78
10424,10425.jpg,0.0
26536,26537.jpg,-35.8
38632,38633.jpg,8.27
16548,16549.jpg,-13.21
479,480.jpg,-101.85
36808,36809.jpg,15.43
35268,35269.jpg,-21.18
25768,25769.jpg,-65.34
14829,14830.jpg,13.01
7734,7735.jpg,17.55
37791,37792.jpg,-4.64
28239,28240.jpg,45.48
1843,1844.jpg,0.0
38936,38937.jpg,7.76
18044,18045.jpg,6.45
2236,2237.jpg,-0.61
17408,17409.jpg,3.03
39262,39263.jpg,13.11
16511,16512.jpg,-11.19
32963,32964.jpg,9.28
19350,19351.jpg,12.2
35097,35098.jpg,79.26
4294,4295.jpg,-1.01
1885,1886.jpg,0.0
9851,9852.jpg,-25.11
40200,40201.jpg,-0.5
3930,3931.jpg,7.97
32982,32983.jpg,14.82
7896,7897.jpg,1.61
9125,9126.jpg,25.92
38618,38619.jpg,8.27
22320,22321.jpg,-4.13
23667,23668.jpg,-14.42
34146,34147.jpg,16.13
9696,9697.jpg,-11.8
33679,33680.jpg,-43.06
8392,8393.jpg,-0.3
43338,43339.jpg,4.44
24199,24200.jpg,2.62
15243,15244.jpg,2.32
11400,11401.jpg,1.11
6388,6389.jpg,14.32
11274,11275.jpg,3.23
10081,10082.jpg,-0.4
19879,19880.jpg,-10.18
31951,31952.jpg,4.64
45332,45333.jpg,17.95
13785,13786.jpg,30.55
23678,23679.jpg,-12.1
2438,2439.jpg,-0.1
38005,38006.jpg,1.21
33174,33175.jpg,-52.84
72,73.jpg,1.61
17984,17985.jpg,6.15
16529,16530.jpg,-13.82
40639,40640.jpg,-0.1
8488,8489.jpg,3.73
25134,25135.jpg,-6.45
33762,33763.jpg,-20.77
12114,12115.jpg,1.92
5110,5111.jpg,2.32
37632,37633.jpg,0.1
37771,37772.jpg,-0.71
11838,11839.jpg,-17.24
10092,10093.jpg,-0.3
41060,41061.jpg,-1.41
42835,42836.jpg,0.0
2731,2732.jpg,-5.95
14504,14505.jpg,-3.43
16450,16451.jpg,1.61
36227,36228.jpg,-6.86
38840,38841.jpg,8.27
25963,25964.jpg,-23.39
10082,10083.jpg,-0.4
29564,29565.jpg,-10.49
12809,12810.jpg,7.26
35857,35858.jpg,-42.35
32921,32922.jpg,6.15
7493,7494.jpg,0.1
14693,14694.jpg,-111.9
27573,27574.jpg,29.55
21574,21575.jpg,-26.32
27742,27743.jpg,-38.82
2695,2696.jpg,-10.59
40282,40283.jpg,9.98
13400,13401.jpg,8.07
21028,21029.jpg,26.22
22735,22736.jpg,-6.15
31997,31998.jpg,18.35
10311,10312.jpg,0.0
24253,24254.jpg,-0.3
6851,6852.jpg,22.29
5195,5196.jpg,1.01
33723,33724.jpg,-35.8
39570,39571.jpg,9.48
43028,43029.jpg,-19.16
10822,10823.jpg,1.71
9338,9339.jpg,20.67
29280,29281.jpg,-12.81
33302,33303.jpg,21.98
16760,16761.jpg,2.12
42113,42114.jpg,22.29
44464,44465.jpg,9.78
35333,35334.jpg,-0.81
13566,13567.jpg,31.46
12433,12434.jpg,29.85
7632,7633.jpg,-0.3
31113,31114.jpg,-31.36
15788,15789.jpg,-16.74
16254,16255.jpg,0.0
18412,18413.jpg,1.82
36228,36229.jpg,-6.86
2533,2534.jpg,1.31
38000,38001.jpg,4.44
6931,6932.jpg,152.17
9845,9846.jpg,-26.62
39963,39964.jpg,0.0
2536,2537.jpg,1.31
35721,35722.jpg,-65.14
6777,6778.jpg,1.61
13852,13853.jpg,-3.13
20800,20801.jpg,13.41
16907,16908.jpg,2.52
11075,11076.jpg,1.51
12659,12660.jpg,1.82
19266,19267.jpg,15.03
7197,7198.jpg,-5.04
40796,40797.jpg,0.0
42991,42992.jpg,-17.34
23041,23042.jpg,0.71
4850,4851.jpg,0.81
9844,9845.jpg,-26.42
110,111.jpg,5.04
21816,21817.jpg,3.73
22051,22052.jpg,1.21
26751,26752.jpg,-13.71
29901,29902.jpg,1.21
20783,20784.jpg,8.07
22161,22162.jpg,-1.51
9814,9815.jpg,-1.41
8073,8074.jpg,-0.1
6914,6915.jpg,147.13
28657,28658.jpg,-7.87
28450,28451.jpg,-17.45
29028,29029.jpg,-0.3
39288,39289.jpg,6.05
38226,38227.jpg,8.87
6520,6521.jpg,-0.81
13991,13992.jpg,-19.06
41609,41610.jpg,0.2
43008,43009.jpg,-18.55
3430,3431.jpg,2.42
37165,37166.jpg,-76.44
1780,1781.jpg,0.0
25438,25439.jpg,-5.65
35670,35671.jpg,-37.21
22904,22905.jpg,0.2
13941,13942.jpg,-19.26
36934,36935.jpg,-8.57
9999,10000.jpg,-7.97
35518,35519.jpg,39.03
16217,16218.jpg,9.38
6567,6568.jpg,0.91
21618,21619.jpg,18.66
34762,34763.jpg,0.71
8723,8724.jpg,-9.98
37897,37898.jpg,-10.08
24226,24227.jpg,0.4
40247,40248.jpg,4.03
19183,19184.jpg,7.87
2272,2273.jpg,-2.12
30604,30605.jpg,40.13
5602,5603.jpg,-5.34
17970,17971.jpg,6.45
17818,17819.jpg,4.13
41430,41431.jpg,0.5
26091,26092.jpg,61.92
33211,33212.jpg,-54.45
33899,33900.jpg,8.77
26280,26281.jpg,10.08
10692,10693.jpg,-60.61
24525,24526.jpg,-65.45
12096,12097.jpg,0.71
23617,23618.jpg,-11.5
11469,11470.jpg,1.31
18945,18946.jpg,0.5
8411,8412.jpg,0.3
29834,29835.jpg,7.26
40215,40216.jpg,-5.85
39271,39272.jpg,13.31
31746,31747.jpg,-7.26
14192,14193.jpg,-25.71
38286,38287.jpg,48.0
26828,26829.jpg,-5.95
21304,21305.jpg,-5.04
8453,8454.jpg,0.2
43820,43821.jpg,-20.47
30897,30898.jpg,-3.43
36704,36705.jpg,10.08
29665,29666.jpg,38.22
19420,19421.jpg,1.51
12227,12228.jpg,26.92
38548,38549.jpg,8.27
19503,19504.jpg,4.74
26288,26289.jpg,10.39
17966,17967.jpg,7.56
35396,35397.jpg,1.82
40754,40755.jpg,-0.3
28706,28707.jpg,9.68
18516,18517.jpg,2.92
33594,33595.jpg,-12.5
43880,43881.jpg,-21.18
9872,9873.jpg,8.17
